mining_profitability90trx,price30varUSD,activeaddresses30trx,sentinusd90stdUSD,top100cap14trx,mining_profitability90ema,difficulty14wma,transactionfees7trxUSD,top100cap30mom,top100cap90mom,mining_profitability7std,price3rsiUSD,top100cap14roc,category
-1.229,263.137,0.198,193374120,0.245,6.794,40035110231.0,-0.433,1.409,1.797,0.853,18.525,4.34,0
-1.228,180.728,0.191,191646562,0.248,6.742000000000001,40024020812.0,-0.618,1.369,1.742,0.8340000000000001,12.718,3.904,0
-1.228,173.66099999999997,0.193,191765278,0.248,6.692,40015717679.0,-0.624,1.256,1.737,0.836,20.552,3.856,0
-1.227,179.269,0.198,190162307,0.244,6.6370000000000005,40010200832.0,-0.5660000000000001,1.364,1.724,0.513,17.142,2.944,0
-1.226,205.057,0.205,188812403,0.239,6.59,40007470271.0,-0.545,1.153,1.758,0.519,4.407,2.556,0
-1.225,231.911,0.211,188935929,0.232,6.53,39947908717.0,-0.535,1.154,1.712,0.5539999999999999,2.082,2.367,1
-1.224,306.46,0.217,188858808,0.222,6.471,39878856585.0,-0.6629999999999999,1.139,1.703,0.495,1.232,2.079,1
-1.222,374.839,0.22,189053181,0.211,6.425,39815040634.0,-0.7170000000000001,1.044,1.525,0.502,1.209,-0.043,1
-1.221,412.94,0.225,189974149,0.199,6.369,39756460863.0,-0.8190000000000001,1.031,1.5019999999999998,0.511,52.14,-1.531,0
-1.22,450.281,0.231,188504561,0.185,6.316,39703117273.0,-0.8809999999999999,1.042,1.4880000000000002,0.473,49.745,-1.693,0
-1.219,478.32,0.237,188510772,0.165,6.2879999999999985,39655009864.0,-0.8690000000000001,0.5379999999999999,1.029,0.8390000000000001,63.326,-3.889,0
-1.218,496.462,0.244,188831821,0.142,6.237,39612138635.0,-0.8220000000000001,0.507,0.987,0.826,74.818,-3.857,0
-1.217,505.427,0.244,188858019,0.12,6.193,39574503587.0,-0.848,0.845,1.3219999999999998,0.797,55.07100000000001,-2.166,0
-1.215,514.085,0.235,187949297,0.101,6.142,39542104719.0,-0.909,0.851,1.324,0.7859999999999999,25.844,-1.913,0
-1.214,526.496,0.222,187316737,0.084,6.101,39514942033.0,0.252,0.787,1.336,0.779,43.89100000000001,-1.873,0
-1.213,543.349,0.208,186298150,0.07,6.0520000000000005,39493015526.0,1.409,0.836,1.36,0.7879999999999999,31.548,-1.396,0
-1.211,562.789,0.203,187182005,0.058,6.013,39476325201.0,1.6980000000000002,0.541,1.334,0.768,23.97,-1.334,0
-1.21,559.005,0.193,187194297,0.047,5.9670000000000005,39464871055.0,1.655,0.418,1.269,0.359,22.45,-1.747,0
-1.209,553.8,0.181,186821497,0.037000000000000005,5.924,39496314594.0,1.349,0.463,1.294,0.35,15.569,-1.5619999999999998,0
-1.207,532.881,0.165,185672427,0.028,5.875,39650413864.0,0.821,0.26,1.249,0.401,24.921,-1.65,0
-1.206,492.656,0.139,188871057,0.021,5.835,39794225549.0,0.185,0.214,1.35,0.396,53.611,-1.318,0
-1.204,452.311,0.116,188586760,0.014,5.792999999999998,39926767866.0,-0.282,0.135,1.283,0.332,42.791,-1.181,0
-1.203,433.443,0.099,189029199,0.008,5.747000000000001,40048040814.0,-0.703,0.04,1.141,0.379,12.078,-1.529,0
-1.2009999999999998,486.961,0.086,188829831,0.002,5.7,40158044393.0,-0.25,-0.303,1.038,0.329,3.113,-1.319,0
-1.2,522.634,0.077,188649707,-0.003,5.644,40256778604.0,-0.206,-0.633,1.021,0.5589999999999999,2.814,1.216,0
-1.198,521.194,0.068,188617579,-0.006999999999999999,5.596,40344243446.0,-0.503,-0.653,1.025,0.54,19.773,1.354,0
-1.197,489.971,0.057,188686199,-0.012,5.544,40420438919.0,-0.8809999999999999,-0.6859999999999999,0.946,0.608,53.344,-0.727,0
-1.195,488.891,0.049,189558674,-0.018000000000000002,5.506,40485365023.0,-1.14,-0.747,0.847,0.522,54.287,-1.252,0
-1.194,493.981,0.044,188066104,-0.025,5.457000000000002,40539021759.0,-1.342,-0.763,0.7170000000000001,0.451,41.372,-1.456,0
-1.192,491.022,0.047,185632391,-0.032,5.415,40581409127.0,-1.517,-0.759,0.653,0.421,30.843000000000004,-1.839,0
-1.1909999999999998,495.901,0.053,185487077,-0.039,5.375,40612527125.0,-1.634,-0.725,0.7709999999999999,0.417,17.602,-1.723,0
-1.189,506.687,0.057,185719600,-0.045,5.323,40701179093.0,-0.114,-0.662,0.8,0.488,12.804,-1.273,0
-1.187,603.768,0.064,184437913,-0.05,5.267,41148938102.0,0.16699999999999998,-0.569,0.8240000000000001,0.645,3.247,-1.092,0
-1.186,908.254,0.073,186161533,-0.053,5.202000000000001,41556396831.0,-0.378,-0.5660000000000001,0.885,0.972,1.256,-0.987,1
-1.1840000000000002,1147.0,0.086,190606853,-0.055,5.143,41932134540.0,-1.158,-0.605,0.857,0.92,16.574,-1.328,1
-1.183,1346.0,0.098,190142080,-0.056,5.08,42276151229.0,-1.917,-0.597,0.892,1.022,28.203000000000007,-1.104,1
-1.182,1599.0,0.115,188552707,-0.057,5.019,42588446899.0,-2.544,-0.5720000000000001,0.836,0.89,20.135,-0.825,1
-1.18,1796.0,0.132,190492438,-0.057,4.963,42869021550.0,-2.843,-0.495,0.8440000000000001,0.526,33.716,-0.951,1
-1.179,1908.0,0.14800000000000002,190722950,-0.057,4.9030000000000005,43117875181.0,-3.044,-0.493,0.8370000000000001,0.381,48.312,-0.916,1
-1.177,2000.0,0.159,190852919,-0.056,4.845,43335007793.0,-3.15,-0.487,0.773,0.208,45.307,-0.962,1
-1.176,2033.0,0.168,190435312,-0.05,4.801,43520419385.0,-3.197,0.468,1.195,0.393,58.408,1.463,1
-1.175,1963.0,0.174,190055588,-0.041,4.746,43674109958.0,-3.036,0.534,1.259,0.386,83.936,2.116,1
-1.173,1892.0,0.17600000000000002,191071473,-0.03,4.698,43796079512.0,-2.721,0.17,1.265,0.383,74.063,2.213,1
-1.172,1825.0,0.174,191280441,-0.018000000000000002,4.657,43886328046.0,-2.397,0.12,1.288,0.451,82.82,2.225,0
-1.171,1712.0,0.183,192073191,-0.006999999999999999,4.6160000000000005,43944855561.0,-1.852,0.132,1.287,0.494,90.34,2.1630000000000003,0
-1.169,1616.0,0.193,199202864,0.001,4.586,43971662056.0,-1.107,-0.162,1.01,0.625,96.664,0.95,0
-1.168,1512.0,0.203,198966072,0.006,4.558,43836420770.0,-0.573,-0.123,1.095,0.647,60.381,0.757,0
-1.166,1405.0,0.205,199317027,0.009000000000000001,4.529,43486242440.0,-0.315,-0.083,1.067,0.71,48.808,0.506,0
-1.165,1316.0,0.203,199255884,0.01,4.492,43161766855.0,-0.348,-0.188,0.949,0.557,28.826,0.384,0
-1.164,1210.0,0.195,199854884,0.01,4.449,42862994014.0,-0.459,-0.14300000000000002,1.017,0.563,28.978,0.468,0
-1.162,1083.0,0.194,199980049,0.008,4.42,42589923918.0,-0.537,-0.239,0.95,0.555,24.035,0.24,0
-1.161,958.561,0.194,202800378,0.004,4.376,42342556566.0,-0.6729999999999999,-0.25,0.919,0.6890000000000001,15.722,-0.041,1
-1.159,850.362,0.19,203712460,0.0,4.3439999999999985,42120891958.0,-0.721,-0.194,0.879,0.643,42.176,-0.135,0
-1.158,815.7189999999998,0.18600000000000005,203754658,-0.005,4.305,41924930095.0,-0.675,-0.226,0.7759999999999999,0.604,63.132,-0.106,0
-1.156,790.905,0.181,203573291,-0.011,4.274,41754670976.0,-0.6990000000000001,-0.229,0.7190000000000001,0.494,38.871,-2.072,0
-1.154,754.36,0.173,203730068,-0.015,4.243,41610114601.0,-0.746,-0.21600000000000005,0.785,0.5,34.006,-2.184,0
-1.153,680.3389999999998,0.163,203393704,-0.02,4.212,41491260971.0,-0.831,-0.136,0.723,0.462,29.191,-2.15,1
-1.151,590.674,0.149,205037509,-0.024,4.176,41398110086.0,-0.865,-0.06,0.6759999999999999,0.392,52.827,-2.089,1
-1.15,506.413,0.14400000000000002,208365968,-0.027000000000000003,4.14,41330661944.0,-0.815,0.005,0.687,0.337,48.853,-2.041,1
-1.148,428.735,0.138,209671406,-0.031,4.1110000000000015,41447055284.0,-0.75,0.006,0.672,0.301,33.383,-1.054,1
-1.147,367.727,0.132,210108535,-0.034,4.072,41844055949.0,-0.726,-0.025,0.659,0.407,25.049,-1.271,1
-1.145,311.134,0.125,195328135,-0.036000000000000004,4.04,42226789343.0,-0.599,-0.022,0.684,0.363,43.462,-0.99,1
-1.143,306.789,0.118,197329621,-0.038,3.998,42579212813.0,-0.499,-0.122,0.564,0.477,36.499,-0.789,1
-1.142,280.074,0.12,197871881,-0.039,3.973,42901326358.0,-0.222,-0.107,0.691,0.508,81.215,-0.8220000000000001,1
-1.14,275.858,0.124,199799615,-0.04,3.949,43193129978.0,0.183,-0.032,0.516,0.552,91.603,-0.361,0
-1.138,281.153,0.142,201390063,-0.039,3.925,43454623674.0,0.726,-0.006999999999999999,0.55,0.5770000000000001,93.194,0.046,0
-1.137,252.722,0.159,202837303,-0.038,3.897,43685807446.0,0.931,-0.008,0.5589999999999999,0.5589999999999999,44.493,0.056,1
-1.135,233.205,0.17600000000000002,203893128,-0.036000000000000004,3.869,43886681293.0,1.0659999999999998,-0.008,0.541,0.501,54.07100000000001,0.081,0
-1.133,221.049,0.189,204303649,-0.034,3.847,44057245216.0,0.986,0.005,0.5429999999999999,0.527,56.289,0.193,0
-1.131,204.848,0.195,203269048,-0.032,3.82,44197499214.0,0.8270000000000001,0.005,0.56,0.242,48.942,0.083,0
-1.13,194.858,0.199,204476249,-0.03,3.795,44307443288.0,0.7879999999999999,-0.485,0.521,0.232,67.992,-0.198,1
-1.128,197.569,0.205,206150856,-0.029,3.772,44387077437.0,0.737,-0.534,0.507,0.211,71.471,-0.145,1
-1.126,197.814,0.212,209652783,-0.028,3.751,44438369839.0,0.636,-0.512,0.503,0.197,50.245,-0.258,1
-1.124,197.725,0.217,210046556,-0.028,3.722,44754438269.0,0.461,-0.466,0.505,0.264,28.269,-0.038,1
-1.122,192.051,0.217,210504569,-0.027000000000000003,3.695,45030264205.0,0.224,-0.499,0.42,0.298,42.679,-0.103,1
-1.12,118.37,0.214,210769674,-0.027000000000000003,3.675,45284861947.0,0.068,-0.224,0.45,0.257,36.663,-0.014,1
-1.118,92.184,0.207,206126575,-0.026,3.649,45518231496.0,-0.087,-0.272,0.146,0.28,30.403,0.043,1
-1.116,89.1,0.2,206181200,-0.025,3.628,45730372850.0,-0.104,-0.208,0.126,0.282,84.75200000000002,0.022,1
-1.114,102.169,0.198,207110606,-0.025,3.606,45921286011.0,0.057,-0.162,0.113,0.263,87.213,-0.235,1
-1.112,112.836,0.199,202218023,-0.024,3.584,46090970977.0,0.337,-0.192,-0.076,0.222,77.444,-0.417,1
-1.11,137.611,0.202,201074542,-0.023,3.574,46239427750.0,0.5660000000000001,-0.075,-0.099,0.411,90.989,-0.08,1
-1.108,179.13,0.204,197602741,-0.021,3.56,46366656329.0,0.74,-0.06,-0.175,0.405,95.612,-0.28800000000000003,1
-1.106,231.523,0.204,196162662,-0.019,3.542,46472656715.0,0.954,0.076,-0.078,0.405,96.384,0.201,1
-1.103,263.938,0.203,193616043,-0.017,3.53,46557428906.0,1.074,-0.026,-0.555,0.377,59.37300000000001,-0.251,1
-1.101,290.883,0.198,193665218,-0.014,3.518,46620972903.0,1.503,0.038,-0.8240000000000001,0.3720000000000001,64.98899999999999,0.388,1
-1.099,310.033,0.193,193721166,-0.013,3.505,46663288707.0,1.539,-0.114,-0.983,0.332,66.285,-0.227,1
-1.096,323.296,0.19,195431808,-0.02,3.495,46704067375.0,1.491,-0.718,-1.54,0.233,72.982,-3.19,1
-1.094,353.4890000000001,0.187,193845165,-0.032,3.482,46801751355.0,1.409,-0.7609999999999999,-1.569,0.191,86.704,-3.548,1
-1.091,406.062,0.183,190303903,-0.048,3.479,46892357444.0,1.335,-0.8170000000000001,-1.574,0.353,94.323,-3.613,0
-1.088,440.962,0.177,190306276,-0.064,3.467,46975885641.0,1.331,-0.738,-1.491,0.287,94.381,-3.527,0
-1.086,458.527,0.171,189992908,-0.081,3.4560000000000004,47052335946.0,1.243,-0.815,-1.5659999999999998,0.29100000000000004,94.572,-3.889,0
-1.083,461.251,0.16399999999999998,189891843,-0.098,3.451,47121708359.0,1.078,-0.818,-1.503,0.332,62.538,-3.918,0
-1.08,435.184,0.158,189740458,-0.113,3.438,47184002881.0,0.7979999999999999,-0.8109999999999999,-1.503,0.358,28.663,-3.904,0
-1.077,429.608,0.153,191026382,-0.126,3.431,47239219511.0,0.539,-0.823,-1.496,0.361,32.469,-3.85,0
-1.074,451.872,0.149,190673162,-0.13699999999999998,3.422,47287358249.0,0.391,-0.848,-1.485,0.345,66.973,-4.057,0
-1.071,470.221,0.14300000000000002,189879809,-0.145,3.41,47328419095.0,0.27,-0.877,-1.48,0.269,54.86600000000001,-3.865,0
-1.068,445.162,0.135,191194743,-0.152,3.405,47362402050.0,0.205,-0.884,-1.464,0.285,17.877,-4.513,0
-1.065,424.619,0.13,191198814,-0.156,3.386,47389307113.0,0.102,-0.895,-1.398,0.433,8.526,-4.078,0
-1.062,403.166,0.123,191397701,-0.159,3.372,47409134284.0,0.022,-0.88,-1.369,0.395,21.878,-4.19,0
-1.058,378.152,0.116,192401351,-0.159,3.362,47421883563.0,-0.168,-0.909,-1.391,0.39,20.217,-3.733,0
-1.055,360.222,0.111,194027615,-0.159,3.353,47426221607.0,-0.338,-0.8270000000000001,-0.8440000000000001,0.359,33.8,-0.745,0
-1.052,342.161,0.106,191942148,-0.156,3.34,47331649472.0,-0.227,-0.753,-0.753,0.344,57.817,-0.106,0
-1.048,322.848,0.098,191973714,-0.153,3.3310000000000004,47243839292.0,-0.261,-0.825,-1.167,0.345,27.427,-0.308,0
-1.045,306.863,0.086,191948556,-0.14800000000000002,3.314,47162791067.0,-0.27,-0.802,-1.149,0.29,15.044,-0.358,0
-1.042,288.534,0.073,191849858,-0.14300000000000002,3.298,47088504798.0,-0.418,-0.778,-1.145,0.276,32.165,0.076,0
-1.038,269.903,0.06,191538570,-0.136,3.286,47020980484.0,-0.633,-0.75,-1.136,0.276,28.962,0.327,1
-1.035,243.483,0.048,192530538,-0.129,3.27,46960218125.0,-0.7809999999999999,-0.755,-1.15,0.278,48.103,0.324,1
-1.031,251.124,0.042,194322274,-0.121,3.258,46906217721.0,-0.931,-0.723,-1.014,0.229,29.319000000000006,0.522,1
-1.028,261.515,0.038,193865712,-0.113,3.244,46858979273.0,-1.006,-0.787,-1.136,0.218,29.325,0.058,1
-1.024,270.112,0.036000000000000004,194007696,-0.106,3.2310000000000003,46818502780.0,-1.058,-0.7759999999999999,-1.111,0.118,30.993,0.066,1
-1.021,290.753,0.035,192571753,-0.099,3.214,46784788242.0,-1.095,-0.861,-1.1740000000000002,0.16,21.369,0.032,1
-1.017,302.069,0.034,192960707,-0.093,3.21,46757835660.0,-1.087,-0.845,-1.155,0.306,62.574,-0.048,0
-1.014,303.635,0.033,193566414,-0.08800000000000001,3.195,46737645033.0,-0.983,-0.97,-1.088,0.314,79.502,-0.235,0
-1.01,309.411,0.032,195489724,-0.083,3.185,46724216361.0,-0.733,-0.87,-1.122,0.312,71.499,-0.07,0
-1.006,311.719,0.035,197373588,-0.079,3.173,47019934733.0,-0.4,-0.928,-1.119,0.315,79.58800000000002,-0.102,0
-1.003,311.543,0.036000000000000004,197301297,-0.075,3.155,47362181271.0,-0.129,-0.787,-1.117,0.383,86.315,-0.408,0
-0.999,312.332,0.037000000000000005,196293126,-0.07,3.1460000000000004,47678438846.0,-0.012,-0.135,-0.989,0.392,46.556,0.12,0
-0.995,309.061,0.039,193260709,-0.065,3.13,47968707459.0,0.009000000000000001,-0.001,-0.8220000000000001,0.407,27.579,0.301,0
-0.991,287.771,0.04,191999554,-0.06,3.114,48232987110.0,0.12,-0.028,-0.8390000000000001,0.307,16.727999999999998,-0.016,0
-0.988,267.8,0.041,191958644,-0.055,3.105,48471277798.0,1.061,-0.05,-0.782,0.326,9.882,-0.181,0
-0.984,242.795,0.045,192218282,-0.05,3.087,48683579524.0,1.364,0.024,-0.816,0.338,8.15,-0.16399999999999998,0
-0.98,218.151,0.049,194084448,-0.045,3.068,48869892288.0,1.28,0.037000000000000005,-0.804,0.38,9.339,-0.292,0
-0.976,208.611,0.053,190411441,-0.04,3.0610000000000004,49030216089.0,0.892,0.075,-0.8590000000000001,0.431,5.388,0.23,0
-0.973,213.454,0.056,184334749,-0.035,3.04,49164550928.0,0.319,0.108,-0.8220000000000001,0.454,1.7480000000000002,0.399,1
-0.969,190.376,0.056,174567220,-0.028,3.02,49272896805.0,-0.255,0.174,-0.706,0.501,7.694,0.927,1
-0.965,152.924,0.052000000000000005,170782952,-0.022,3.005,49355253719.0,-0.726,0.171,-0.713,0.502,44.68899999999999,1.038,1
-0.962,145.97299999999996,0.047,170858893,-0.015,2.988,49411621671.0,-1.08,0.195,-0.6970000000000001,0.419,35.906,1.081,1
-0.958,158.922,0.043,171195448,-0.008,2.9760000000000004,49442000661.0,-1.3869999999999998,0.208,-0.696,0.4320000000000001,29.437,1.126,1
-0.954,163.394,0.043,171147786,-0.002,2.9610000000000003,49370425467.0,-1.545,0.17,-0.705,0.424,43.349,1.099,0
-0.951,166.753,0.042,171083584,0.003,2.95,49131074731.0,-1.5659999999999998,0.214,-0.69,0.27,41.52,1.118,0
-0.947,161.804,0.041,170729787,0.008,2.935,48909208054.0,-1.5730000000000002,0.21,-1.102,0.235,63.08,0.971,0
-0.943,139.319,0.042,171194420,0.013,2.927,48704825435.0,-1.446,0.182,-1.104,0.239,89.053,0.8029999999999999,0
-0.939,131.345,0.043,171334280,0.017,2.9130000000000003,48517926876.0,-1.238,0.26,-1.077,0.25,80.48100000000002,1.121,0
-0.936,132.278,0.044,171439009,0.022,2.902,48348512375.0,-1.033,0.252,-1.017,0.224,56.56100000000001,1.142,1
-0.932,132.22,0.047,171486343,0.026,2.898,48196581933.0,8.097000000000001,0.257,-1.021,0.322,37.331,1.233,1
-0.928,141.243,0.052000000000000005,154936063,0.029,2.882,48062135550.0,9.651,0.199,-0.775,0.359,14.687,1.132,1
-0.924,142.664,0.054000000000000006,155037244,0.032,2.87,47945173225.0,7.862,0.247,-0.78,0.361,29.492,1.179,1
-0.92,143.534,0.057,155739592,0.036000000000000004,2.861,47845694960.0,5.3610000000000015,0.246,-0.685,0.341,54.044,1.207,1
-0.916,143.858,0.059,156272452,0.039,2.847,47763700753.0,3.049,0.29600000000000004,-0.652,0.34,51.278,0.662,1
-0.913,140.531,0.059,156531426,0.042,2.839,47699190605.0,1.218,0.305,-0.664,0.34,76.271,0.726,1
-0.909,138.014,0.054000000000000006,156526764,0.044,2.833,47652164515.0,-0.226,0.342,-0.594,0.361,83.274,0.757,1
-0.905,131.332,0.054000000000000006,156010654,0.045,2.825,47622622485.0,-1.244,0.362,-0.5429999999999999,0.277,76.61,0.713,1
-0.901,119.203,0.053,156184511,0.047,2.818,47611682250.0,-1.915,0.397,-0.4970000000000001,0.225,87.62200000000001,0.8859999999999999,1
-0.897,108.097,0.052000000000000005,156136525,0.048,2.8080000000000003,47615980212.0,-2.329,0.414,-0.482,0.214,88.574,0.917,1
-0.893,91.696,0.052000000000000005,156328914,0.049,2.806,47619965474.0,-2.5980000000000003,0.396,-0.494,0.277,47.42,0.8140000000000001,1
-0.889,69.831,0.053,156363012,0.05,2.802,47623638036.0,-2.7430000000000003,0.386,-0.515,0.201,41.416,0.599,1
-0.885,53.917,0.054000000000000006,156992866,0.049,2.789,47626997899.0,-2.77,0.332,-0.521,0.295,27.856,0.476,1
-0.88,46.302,0.059,155852335,0.049,2.785,47630045061.0,-2.592,0.303,-0.46,0.299,72.152,0.546,0
-0.8759999999999999,45.503,0.061,154679312,0.049,2.778,47632779523.0,-2.395,0.41,-0.435,0.299,78.671,0.738,0
-0.872,47.61,0.065,154381989,0.049,2.773,47635201285.0,-1.876,0.391,-0.397,0.3,67.152,0.7609999999999999,0
-0.868,50.563,0.068,154288533,0.049,2.773,47637310347.0,-1.4340000000000002,0.435,-0.35600000000000004,0.335,67.69800000000001,0.7609999999999999,0
-0.863,53.432,0.07200000000000001,154006644,0.05,2.765,47639106709.0,-1.164,0.419,-0.363,0.336,67.91,0.5539999999999999,0
-0.8590000000000001,57.447,0.07400000000000001,153257493,0.051,2.763,47640590371.0,-1.027,0.417,-0.32,0.34700000000000003,74.741,0.8170000000000001,0
-0.855,53.723,0.073,153265806,0.052000000000000005,2.758,47641761332.0,-1.024,0.441,-0.274,0.25,20.652,1.063,0
-0.85,50.277,0.071,152622688,0.054000000000000006,2.749,47642619594.0,-1.008,0.373,-0.301,0.287,31.55,1.063,0
-0.846,49.67100000000001,0.07,152639606,0.056,2.741,47643165156.0,-0.969,0.35600000000000004,-0.35,0.304,29.472,0.99,1
-0.841,47.584,0.07,153178416,0.057,2.74,47721457802.0,-0.856,0.34600000000000003,-0.343,0.324,28.394,0.813,1
-0.8370000000000001,43.817,0.069,152855381,0.058,2.733,47871094000.0,-0.715,0.37,-0.318,0.261,21.091,0.8859999999999999,1
-0.8320000000000001,40.664,0.068,152850339,0.059,2.722,48009643634.0,-0.637,0.369,-0.342,0.316,7.822999999999999,0.945,1
-0.828,37.151,0.067,152063749,0.06,2.719,48137106704.0,-0.642,0.375,-0.32,0.274,14.933,1.041,1
-0.823,34.791,0.064,151683250,0.06,2.713,48253483210.0,-0.594,0.361,-0.255,0.268,51.557,1.096,1
-0.8190000000000001,34.969,0.06,150942254,0.06,2.705,48358773152.0,-0.489,0.388,-0.183,0.266,71.441,1.207,0
-0.8140000000000001,35.894,0.053,148306543,0.06,2.6910000000000003,48452976529.0,-0.362,0.334,-0.231,0.3720000000000001,85.303,0.73,0
-0.81,36.32,0.052000000000000005,148607201,0.059,2.696,48536093343.0,-0.284,0.3,-0.25,0.48,82.303,0.677,0
-0.805,35.136,0.05,147796015,0.058,2.688,48608123593.0,-0.215,0.284,-0.238,0.486,57.38,0.47,0
-0.8,25.656,0.049,147350442,0.056,2.685,48669067278.0,0.048,0.29600000000000004,-0.255,0.473,39.279,0.511,0
-0.7959999999999999,17.889,0.049,147423928,0.054000000000000006,2.679,48718924400.0,0.155,0.246,-0.263,0.468,40.868,0.32299999999999995,0
-0.7909999999999999,13.702,0.048,145078716,0.052000000000000005,2.673,48757694957.0,0.159,0.198,-0.278,0.469,36.42,0.001,0
-0.7859999999999999,8.843,0.051,143834601,0.049,2.669,48785378950.0,0.086,0.219,-0.272,0.467,29.219,-0.098,0
-0.782,8.03,0.06,143298104,0.046,2.6660000000000004,48801976380.0,-0.135,0.201,-0.27,0.35100000000000003,8.756,-0.035,0
-0.777,8.722000000000001,0.073,133364948,0.043,2.662,48771279523.0,2.356,0.212,-0.307,0.165,4.9030000000000005,0.094,0
-0.772,11.751,0.087,134569082,0.04,2.651,48611479643.0,3.071,0.244,-0.238,0.236,1.83,0.093,0
-0.768,16.87,0.104,135620863,0.038,2.649,48463278774.0,2.633,0.19,-0.383,0.23,1.159,0.003,1
-0.763,19.932,0.12,136017899,0.035,2.641,48326676915.0,1.7719999999999998,0.132,-0.324,0.256,26.23,-0.275,1
-0.758,23.625,0.133,136171996,0.031,2.636,48201674067.0,0.87,0.133,-0.399,0.255,23.167,-0.304,1
-0.753,27.632,0.14300000000000002,136595985,0.028,2.628,48088270229.0,0.098,0.132,-0.269,0.267,19.058,-0.647,1
-0.7490000000000001,30.781,0.151,111142563,0.024,2.63,47986465401.0,-0.418,0.14,0.338,0.354,30.515,-0.471,1
-0.7440000000000001,33.366,0.157,110034024,0.02,2.62,47896259584.0,-0.737,0.107,0.409,0.398,27.229,-0.394,1
-0.7390000000000001,33.522,0.16,108511439,0.017,2.6180000000000003,47817652777.0,-0.858,0.097,0.48,0.388,56.136,-0.177,1
-0.7340000000000001,32.398,0.161,109067966,0.014,2.612,47750644980.0,-0.98,0.115,0.456,0.371,84.06200000000003,-0.127,1
-0.7290000000000001,30.966,0.17,108875358,0.013,2.612,47695236194.0,-1.002,0.09,0.55,0.383,79.206,0.0,1
-0.725,29.061,0.177,109271881,0.012,2.599,47651426418.0,-1.041,0.103,0.5579999999999999,0.48,82.87899999999998,0.08800000000000001,1
-0.72,26.29,0.184,110417067,0.011,2.5980000000000003,47619215653.0,-1.06,0.073,0.564,0.484,87.52600000000002,0.102,1
-0.715,25.895,0.191,109145060,0.011,2.5980000000000003,47598603898.0,-0.904,0.028,0.5770000000000001,0.44,89.053,0.209,1
-0.71,25.159,0.198,109869480,0.011,2.59,47794187443.0,-0.708,0.019,0.5660000000000001,0.407,96.226,0.114,1
-0.705,24.813,0.208,112234277,0.011,2.585,48059946116.0,-0.516,0.027000000000000003,0.5529999999999999,0.392,97.839,-0.076,1
-0.701,27.134,0.21600000000000005,115931821,0.011,2.577,48305678168.0,-0.17800000000000002,0.062,0.603,0.408,99.259,0.185,1
-0.696,37.765,0.227,125471571,0.012,2.587,48531383599.0,0.35100000000000003,0.033,0.611,0.611,99.697,0.399,0
-0.691,45.383,0.234,127713182,0.012,2.585,48737062409.0,1.308,0.031,0.57,0.513,79.706,0.442,0
-0.6859999999999999,51.702,0.239,133964944,0.015,2.5810000000000004,48922714598.0,2.233,0.173,0.762,0.519,72.462,1.232,0
-0.6809999999999999,54.341,0.241,131526351,0.018000000000000002,2.576,49088340166.0,2.201,0.221,0.7929999999999999,0.514,42.32,1.483,1
-0.6759999999999999,56.856,0.243,131514684,0.023,2.572,49233939113.0,1.712,0.158,0.728,0.494,45.299,1.4480000000000002,1
-0.6709999999999999,59.983,0.239,131579459,0.027000000000000003,2.576,49359511439.0,1.986,0.174,0.768,0.52,62.199,1.1,1
-0.6659999999999999,62.655,0.237,131729727,0.031,2.572,49465057144.0,1.649,0.195,0.747,0.474,55.143,1.065,1
-0.6609999999999999,64.51899999999999,0.232,131843518,0.034,2.571,49550576228.0,1.048,0.202,0.742,0.258,36.898,1.007,1
-0.6559999999999999,66.21600000000001,0.222,131911731,0.037000000000000005,2.568,49616068691.0,0.467,0.197,0.6920000000000001,0.256,30.909,0.966,1
-0.6509999999999999,67.952,0.213,132603783,0.04,2.5660000000000003,49661534533.0,0.038,0.212,0.705,0.243,35.799,0.996,1
-0.6459999999999999,71.865,0.208,130643435,0.042,2.5610000000000004,49686973755.0,-0.223,0.23,0.674,0.244,76.804,0.981,1
-0.6409999999999999,78.327,0.202,130724606,0.043,2.5610000000000004,49665477230.0,-0.377,0.256,0.7709999999999999,0.236,87.64399999999998,1.05,1
-0.635,87.384,0.195,131310149,0.044,2.563,49628683121.0,-0.482,0.211,0.7170000000000001,0.179,92.565,0.855,1
-0.63,108.338,0.193,136562211,0.044,2.5660000000000003,49594654453.0,-0.067,0.17800000000000002,0.732,0.21600000000000005,97.381,0.6559999999999999,1
-0.625,120.38,0.192,136723380,0.043,2.563,49563391228.0,0.041,0.168,0.774,0.225,77.404,0.7440000000000001,1
-0.62,124.003,0.193,136800183,0.043,2.571,49534893445.0,0.219,0.211,0.797,0.364,59.736,0.871,1
-0.614,125.585,0.196,133596512,0.041,2.572,49509161104.0,0.431,0.199,0.746,0.34700000000000003,49.69,-0.145,1
-0.609,126.108,0.196,129833426,0.039,2.574,49486194205.0,0.578,0.222,0.752,0.285,60.749,-0.295,1
-0.604,131.47299999999998,0.199,128920624,0.037000000000000005,2.573,49465992748.0,0.8220000000000001,0.223,0.741,0.295,83.37700000000002,-0.33,1
-0.598,145.64,0.203,131158162,0.035,2.584,49448556734.0,1.334,0.28800000000000003,0.76,0.439,91.472,0.079,1
-0.593,147.816,0.21,131340474,0.033,2.582,49433886161.0,2.031,0.294,0.7040000000000001,0.465,64.357,0.083,1
